ID|TWEETS
1|What
1|good
1|is
1|NATO
1|if
1|Germany
1|is
1|paying
1|Russia
1|billions
1|of
1|dollars
1|for
1|gas
1|and
1|energy
1|Why
1|are
1|their
1|only
1|5
1|out
1|of
1|29
1|countries
1|that
1|have
1|met
1|their
1|commitment
1|The
1|U
1|S
1|is
1|paying
1|for
1|Europe
1|s
1|protection
1|then
1|loses
1|billions
1|on
1|Trade
1|Must
1|pay
1|2
1|of
1|GDP
1|IMMEDIATELY
1|not
1|by
1|2025
2|Public
2|opinion
2|has
2|turned
2|strongly
2|against
2|the
2|Rigged
2|Witch
2|Hunt
2|and
2|the
2|Special
2|Councel
2|because
2|the
2|public
2|understands
2|that
2|there
2|was
2|no
2|Collusion
2|with
2|Russia
2|so
2|ridiculous
2|that
2|the
2|two
2|FBI
2|lovers
2|were
2|a
2|fraud
2|against
2|our
2|Nation
2|that
2|the
2|only
2|Collusion
2|was
2|with
2|the
2|Dems
3|After
3|having
3|written
3|many
3|best
3|selling
3|books
3|and
3|somewhat
3|priding
3|myself
3|on
3|my
3|ability
3|to
3|write
3|it
3|should
3|be
3|noted
3|that
3|the
3|Fake
3|News
3|constantly
3|likes
3|to
3|pour
3|over
3|my
3|tweets
3|looking
3|for
3|a
3|mistake
3|I
3|capitalize
3|certain
3|words
3|only
3|for
3|emphasis
3|not
3|b
3|c
3|they
3|should
3|be
3|capitalized
4|Just
4|arrived
4|in
4|West
4|Virginia
4|pscp
4|tv
4|w
4|bgvt8jFvTlFs
5|The
5|Washington
5|Post
5|is
5|constantly
5|quoting
5|anonymous
5|sources
5|that
5|do
5|not
5|exist
5|Rarely
5|do
5|they
5|use
5|the
5|name
5|of
5|anyone
5|because
5|there
5|is
5|no
5|one
5|to
5|give
5|them
5|the
5|kind
5|of
5|negative
5|quote
5|that
5|they
5|are
5|looking
5|for
5|They
5|are
5|a
5|discgrace
5|to
5|journalism
5|but
5|then
5|again
5|so
5|are
5|many
5|others
6|has
6|been
6|a
6|great
6|help
6|to
6|me
6|on
6|Cutting
6|Taxes
6|creating
6|great
6|new
6|healthcare
6|programs
6|at
6|low
6|cost
6|fighting
6|for
6|Border
6|Security
6|our
6|Military
6|and
6|are
6|Vets
6|He
6|is
6|tough
6|on
6|Crime
6|and
6|has
6|my
6|full
6|Endorsement
6|The
6|Great
6|State
6|of
6|Louisiana
6|we
6|want
6|Clay
7|Based
7|on
7|the
7|Tariffs
7|and
7|Trade
7|Barriers
7|long
7|placed
7|on
7|the
7|U
7|S
7|and
7|it
7|great
7|companies
7|and
7|workers
7|by
7|the
7|European
7|Union
7|if
7|these
7|Tariffs
7|and
7|Barriers
7|are
7|not
7|soon
7|broken
7|down
7|and
7|removed
7|we
7|will
7|be
7|placing
7|a
7|20
7|Tariff
7|on
7|all
7|of
7|their
7|cars
7|coming
7|into
7|the
7|U
7|S
7|Build
7|them
7|here
8|Henry
8|McMaster
8|has
8|done
8|a
8|great
8|job
8|as
8|Governor
8|of
8|South
8|Carolina
8|The
8|State
8|is
8|BOOMING
8|with
8|jobs
8|and
8|new
8|industry
8|setting
8|records
8|He
8|is
8|tough
8|on
8|Crime
8|and
8|strong
8|on
8|Borders
8|Health
8|Care
8|the
8|Mititary
8|and
8|our
8|great
8|Vets
8|Henry
8|has
8|my
8|full
8|and
8|complete
8|Endorsement
8|MAGA
9|The
9|IG
9|Report
9|totally
9|distroys
9|James
9|Comey
9|and
9|all
9|of
9|his
9|minions
9|including
9|the
9|great
9|lovers
9|Peter
9|Strzok
9|and
9|Lisa
9|Page
9|who
9|started
9|the
9|disgraceful
9|Witch
9|Hunt
9|against
9|so
9|many
9|innocent
9|people
9|It
9|will
9|go
9|down
9|as
9|a
9|dark
9|and
9|dangerous
9|period
9|in
9|American
9|History
10|realize
10|the
10|economy
10|is
10|the
10|best
10|it
10|s
10|ever
10|been
10|with
10|employment
10|being
10|at
10|an
10|all
10|time
10|high
10|and
10|many
10|companies
10|pouring
10|back
10|into
10|our
10|country
10|Wake
10|up
10|Punchy
11|Robert
11|De
11|Niro
11|a
11|very
11|Low
11|IQ
11|individual
11|has
11|received
11|to
11|many
11|shots
11|to
11|the
11|head
11|by
11|real
11|boxers
11|in
11|movies
11|I
11|watched
11|him
11|last
11|night
11|and
11|truly
11|believe
11|he
11|may
11|be
11|punch
11|drunk
11|I
11|guess
11|he
11|doesn
11|t
12|My
12|thoughts
12|and
12|prayers
12|are
12|with
12|the
12|families
12|of
12|our
12|serviceman
12|who
12|was
12|killed
12|and
12|his
12|fellow
12|servicemen
12|who
12|were
12|wounded
12|in
12|Somolia
12|They
12|are
12|truly
12|all
12|HEROES
13|Total
13|jobless
13|claims
13|running
13|at
13|lowest
13|level
13|in
13|44
13|years
13|washingtonexaminer
13|com
13|policy
13|economy
14|Alan
14|Dershowitz
14|Harvard
14|Law
14|Professor
14|It
14|all
14|proves
14|that
14|we
14|never
14|needed
14|a
14|Special
14|Councel
14|All
14|of
14|this
14|could
14|have
14|been
14|done
14|by
14|the
14|Justice
14|Dept
14|Don
14|t
14|need
14|a
14|multi
14|million
14|dollar
14|group
14|of
14|people
14|with
14|a
14|target
14|on
14|someone
14|s
14|back
14|Not
14|the
14|way
14|Justice
14|should
14|operate
14|So
14|true
15|The
15|appointment
15|of
15|the
15|Special
15|Councel
15|is
15|totally
15|UNCONSTITUTIONAL
15|Despite
15|that
15|we
15|play
15|the
15|game
15|because
15|I
15|unlike
15|the
15|Democrats
15|have
15|done
15|nothing
15|wrong
16|Mark
16|Penn
16|Why
16|are
16|there
16|people
16|from
16|the
16|Clinton
16|Foundation
16|on
16|the
16|Mueller
16|Staff
16|Why
16|is
16|there
16|an
16|Independent
16|Councel
16|To
16|go
16|after
16|people
16|and
16|their
16|families
16|for
16|unrelated
16|offenses
16|Constitution
16|was
16|set
16|up
16|to
16|prevent
16|this
16|Stormtrooper
16|tactics
16|almost
16|A
16|disgrace
17|There
17|was
17|No
17|Collusion
17|with
17|Russia
17|except
17|by
17|the
17|Democrats
17|When
17|will
17|this
17|very
17|expensive
17|Witch
17|Hunt
17|Hoax
17|ever
17|end
17|So
17|bad
17|for
17|our
17|Country
17|Is
17|the
17|Special
17|Councel
17|Justice
17|Department
17|leaking
17|my
17|lawyers
17|letters
17|to
17|the
17|Fake
17|News
17|Media
17|Should
17|be
17|looking
17|at
17|Dems
17|corruption
17|instead
18|John
18|Brennan
18|no
18|single
18|figure
18|in
18|American
18|history
18|has
18|done
18|more
18|to
18|discredit
18|the
18|Intelligence
18|community
18|than
18|this
18|liar
18|He
18|s
18|a
18|liar
18|about
18|being
18|a
18|liar
19|I
19|will
19|be
19|making
19|the
19|Commencment
19|Address
19|today
19|at
19|the
19|United
19|States
19|Naval
19|Academy
19|in
19|Annapolis
19|Maryland
19|Look
19|forward
19|to
19|being
19|with
19|some
19|of
19|the
19|greatest
19|people
19|on
19|earth
20|Sadly
20|I
20|was
20|forced
20|to
20|cancel
20|the
20|Summit
20|Meeting
20|in
20|Singapore
20|with
20|Kim
20|Jung
20|Un
21|Great
21|to
21|have
21|our
21|incredible
21|First
21|Lady
21|back
21|home
21|in
21|the
21|White
21|House
21|Melanie
21|is
21|feeling
21|and
21|doing
21|really
21|well
21|Thank
21|you
21|for
21|all
21|of
21|your
21|prayers
21|and
21|best
21|wishes
22|Wow
22|word
22|seems
22|to
22|be
22|coming
22|out
22|that
22|the
22|Obama
22|FBI
22|SPIED
22|ON
22|THE
22|TRUMP
22|CAMPAIGN
22|WITH
22|AN
22|IMBEDDED
22|INFORMANT
22|Andrew
22|McCarthy
22|says
22|There
22|s
22|probably
22|no
22|doubt
22|that
22|they
22|had
22|at
22|least
22|one
22|confidential
22|informant
22|in
22|the
22|campaign
22|If
22|so
22|this
22|is
22|bigger
22|than
22|Watergate
23|House
23|Intelligence
23|Committee
23|rules
23|that
23|there
23|was
23|NO
23|COLLUSION
23|between
23|the
23|Trump
23|Campaign
23|and
23|Russia
23|As
23|I
23|have
23|been
23|saying
23|all
23|along
23|it
23|is
23|all
23|a
23|big
23|Hoax
23|by
23|the
23|Democrats
23|based
23|on
23|payments
23|and
23|lies
23|There
23|should
23|never
23|have
23|been
23|a
23|Special
23|Councel
23|appointed
23|Witch
23|Hunt
24|I
24|will
24|be
24|interviewed
24|on
24|at
24|8
24|00
24|A
24|M
24|Enjoy
25|has
25|worked
25|so
25|hard
25|on
25|Tax
25|Reductions
25|Illegal
25|Immigration
25|the
25|Border
25|and
25|Crime
25|I
25|need
25|Jim
25|very
25|badly
25|to
25|help
25|our
25|agenda
25|and
25|to
25|keep
25|MAKING
25|AMERICA
25|GREAT
25|AGAIN
25|He
25|will
25|be
25|a
25|fantastic
25|Senator
25|for
25|the
25|Great
25|State
25|of
25|Ohio
25|and
25|has
25|my
25|full
25|endorsement
26|it
26|means
26|lying
26|or
26|making
26|up
26|stories
26|Sorry
26|I
26|don
26|t
26|see
26|Michael
26|doing
26|that
26|despite
26|the
26|horrible
26|Witch
26|Hunt
26|and
26|the
26|dishonest
26|media
27|non
27|existent
27|sources
27|and
27|a
27|drunk
27|drugged
27|up
27|loser
27|who
27|hates
27|Michael
27|a
27|fine
27|person
27|with
27|a
27|wonderful
27|family
27|Michael
27|is
27|a
27|businessman
27|for
27|his
27|own
27|account
27|lawyer
27|who
27|I
27|have
27|always
27|liked
27|respected
27|Most
27|people
27|will
27|flip
27|if
27|the
27|Government
27|lets
27|them
27|out
27|of
27|trouble
27|even
27|if
28|The
28|New
28|York
28|Times
28|and
28|a
28|third
28|rate
28|reporter
28|named
28|Maggie
28|Habberman
28|known
28|as
28|a
28|Crooked
28|H
28|flunkie
28|who
28|I
28|don
28|t
28|speak
28|to
28|and
28|have
28|nothing
28|to
28|do
28|with
28|are
28|going
28|out
28|of
28|their
28|way
28|to
28|destroy
28|Michael
28|Cohen
28|and
28|his
28|relationship
28|with
28|me
28|in
28|the
28|hope
28|that
28|he
28|will
28|flip
28|They
28|use
29|Just
29|heard
29|the
29|Campaign
29|was
29|sued
29|by
29|the
29|Obstructionist
29|Democrats
29|This
29|can
29|be
29|good
29|news
29|in
29|that
29|we
29|will
29|now
29|counter
29|for
29|the
29|DNC
29|Server
29|that
29|they
29|refused
29|to
29|give
29|to
29|the
29|FBI
29|the
29|Wendy
29|Wasserman
29|Schultz
29|Servers
29|and
29|Documents
29|held
29|by
29|the
29|Pakistani
29|mystery
29|man
29|and
29|Clinton
29|Emails
30|Melania
30|and
30|I
30|join
30|the
30|Nation
30|in
30|celebrating
30|the
30|life
30|of
30|Barbara
30|Bush
31|Just
31|had
31|an
31|Agricultural
31|Roundtable
31|with
31|memembers
31|of
31|Congress
31|and
31|Governors
32|I
32|will
32|be
32|making
32|remarks
32|on
32|the
32|large
32|scale
32|TAX
32|CUTS
32|given
32|to
32|American
32|families
32|and
32|workers
32|at
32|1
32|45
32|P
32|M
32|from
32|the
32|Rose
32|Garden
32|Join
32|me
32|live
32|45
32|wh
32|gov
32|RtVRmD
33|Very
33|thankful
33|for
33|President
33|Xi
33|of
33|China
33|s
33|kind
33|words
33|on
33|tarrifs
33|and
33|automobile
33|barriers
33|also
33|his
33|enlightenment
33|on
33|intellectual
33|property
33|and
33|technology
33|transfers
33|We
33|will
33|make
33|great
33|progress
33|together
34|The
34|Washington
34|Post
34|is
34|far
34|more
34|fiction
34|than
34|fact
34|Story
34|after
34|story
34|is
34|made
34|up
34|made
34|garbage
34|more
34|like
34|a
34|poorly
34|written
34|novel
34|than
34|good
34|reporting
34|Always
34|quoting
34|sources
34|not
34|names
34|many
34|of
34|which
34|don
34|t
34|exist
34|Story
34|on
34|John
34|Kelly
34|isn
34|t
34|true
34|just
34|another
34|hit
34|job
35|Special
35|Council
35|is
35|told
35|to
35|find
35|crimes
35|wether
35|crimes
35|exist
35|or
35|not
35|I
35|was
35|opposed
35|the
35|the
35|selection
35|of
35|Mueller
35|to
35|be
35|Special
35|Council
35|I
35|still
35|am
35|opposed
35|to
35|it
35|I
35|think
35|President
35|Trump
35|was
35|right
35|when
35|he
35|said
35|there
35|never
35|should
35|have
35|been
35|a
35|Special
35|Council
35|appointed
35|because
36|It
36|was
36|my
36|great
36|honor
36|to
36|deliver
36|a
36|message
36|at
36|the
36|Marine
36|Core
36|Air
36|Station
36|Miramar
36|to
36|our
36|GREAT
36|U
36|S
36|Military
36|straight
36|from
36|the
36|heart
36|of
36|the
36|American
36|People
36|We
36|support
36|you
36|we
36|thank
36|you
36|we
36|love
36|you
36|and
36|we
36|will
36|always
36|have
36|your
36|back
37|Epic
38|Chinese
38|President
38|XI
38|XINPING
38|and
38|I
38|spoke
38|at
38|length
38|about
38|the
38|meeting
38|with
38|KIM
38|JONG
38|UN
38|of
38|North
38|Korea
38|President
38|XI
38|told
38|me
38|he
38|appreciates
38|that
38|the
38|U
38|S
38|is
38|working
38|to
38|solve
38|the
38|problem
38|diplomatically
38|rather
38|than
38|going
38|with
38|the
38|ominous
38|alternative
38|China
38|continues
38|to
38|be
38|helpful
39|Heading
39|to
39|Billy
39|Graham
39|Funeral
39|A
39|Special
39|Man
40|Alex
40|Baldwin
40|whose
40|dieing
40|mediocre
40|career
40|was
40|saved
40|by
40|his
40|impersonation
40|of
40|me
40|on
40|SNL
40|now
40|says
40|playing
40|DJT
40|was
40|agony
40|for
40|him
40|Alex
40|it
40|was
40|also
40|agony
40|for
40|those
40|who
40|were
40|forced
40|to
40|watch
40|You
40|were
40|terrible
40|Bring
40|back
40|Darrell
40|Hammond
40|much
40|funnier
40|and
40|a
40|far
40|greater
40|talent
41|Question
41|If
41|all
41|of
41|the
41|Russian
41|meddling
41|took
41|place
41|during
41|the
41|Obama
41|Administration
41|right
41|up
41|to
41|January
41|20th
41|why
41|aren
41|t
41|they
41|the
41|subject
41|of
41|the
41|investigation
41|Why
41|didn
41|t
41|Obama
41|do
41|something
41|about
41|the
41|meddling
41|Why
41|aren
41|t
41|Dem
41|crimes
41|under
41|investigation
41|Ask
41|Jeff
41|Session
